transaction_id,user_id,amount,payment_method,device_type,mouse_movement_score,geo_location,ip_risk_score,account_age_days,time_of_day,day_of_week,num_prev_transactions,avg_transaction_amount,is_international,is_vpn,fraud_flag
txn_32837,4683,66.79,upi,mobile,0.67,Dubai,0.57,1727,9,Friday,13,66.7,0,1,0
txn_28398,2354,31.9,wallet,tablet,0.27,New York,0.75,1193,1,Wednesday,8,78.88,0,0,0
txn_1817,3541,100.64,debit_card,mobile,0.33,Mumbai,0.92,1198,13,Thursday,5,51.79,0,0,0
txn_28981,3525,214.84,upi,desktop,0.65,New York,0.31,1137,5,Saturday,17,57.44,1,0,0
txn_35103,2178,19.83,debit_card,mobile,0.09,Unknown,0.62,654,2,Tuesday,15,70.16,0,0,0
txn_31195,1929,57.84,bnpl,tablet,0.1,Mumbai,0.19,1261,17,Friday,11,63.34,1,0,0
txn_16347,1936,119.47,upi,desktop,0.49,London,1.0,1334,10,None,10,60.49,0,0,0
txn_38395,2266,11.59,upi,desktop,0.26,Delhi,0.33,142,3,None,8,37.75,0,1,0
txn_41348,2180,33.86,wallet,tablet,0.41,Dubai,0.39,1600,19,Tuesday,7,86.78,0,1,0
txn_17363,2644,143.08,None,mobile,0.43,Bangalore,0.54,1422,2,Sunday,10,83.77,0,0,0
txn_4789,2982,254.95,debit_card,desktop,0.07,Dubai,0.72,587,11,Friday,12,91.99,0,0,0
txn_39120,3428,31.43,wallet,mobile,0.04,Unknown,0.86,1869,23,Sunday,8,108.23,0,0,0
txn_14232,4642,105.47,wallet,desktop,0.23,Delhi,0.25,468,20,None,11,66.44,0,0,0
txn_7607,1657,4.39,upi,tablet,0.19,Bangalore,0.09,1629,5,Thursday,9,41.81,0,0,0
txn_48262,4905,25.93,wallet,desktop,0.12,None,0.48,1929,14,Monday,15,101.67,0,0,0
txn_7966,3741,114.28,net_banking,desktop,0.08,New York,0.79,105,15,Wednesday,12,58.98,0,0,0
txn_19684,3194,240.02,net_banking,desktop,0.45,Dubai,0.9,437,19,Sunday,16,103.99,0,0,0
txn_31629,3248,1.36,net_banking,desktop,0.28,New York,0.11,138,1,Friday,9,83.12,0,0,0
txn_52,1562,168.92,debit_card,desktop,0.52,Dubai,0.68,772,0,Saturday,5,74.11,0,0,1
txn_28917,3930,17.23,credit_card,tablet,0.21,Mumbai,0.54,1314,22,Friday,10,32.33,0,0,0
txn_39311,4100,16.13,debit_card,mobile,0.2,London,0.69,1844,20,Thursday,7,86.32,0,0,0
txn_49494,1045,106.33,wallet,None,0.23,Dubai,0.91,1982,6,Wednesday,8,104.25,0,1,0
txn_28002,4065,16.91,bnpl,tablet,0.04,Unknown,0.88,1039,0,Friday,8,68.05,0,0,0
txn_20417,3970,100.04,net_banking,tablet,0.32,None,0.35,1592,17,Monday,15,73.56,0,0,0
txn_15799,2091,228.04,net_banking,desktop,0.35,Mumbai,0.48,251,10,None,6,98.38,0,1,0
txn_33504,3736,26.95,net_banking,tablet,0.63,Delhi,0.96,163,8,None,17,101.94,0,0,0
txn_10970,3202,29.93,upi,mobile,,Unknown,0.34,1794,10,Thursday,16,79.64,0,0,0
txn_20998,2897,65.45,credit_card,desktop,0.13,Unknown,0.02,583,3,Thursday,8,96.92,0,1,0
txn_44384,4626,26.27,upi,mobile,0.26,Mumbai,0.0,1150,22,Saturday,7,83.49,0,0,0
txn_42923,3534,95.24,upi,mobile,0.09,Bangalore,0.2,1049,4,Saturday,8,77.57,0,0,0
txn_21516,4420,10.59,net_banking,tablet,0.17,None,0.21,127,6,Sunday,8,78.17,0,0,0
txn_38519,1881,95.66,upi,desktop,0.25,London,0.46,1198,6,Wednesday,14,55.88,0,0,0
txn_40033,3131,197.32,bnpl,tablet,0.13,Unknown,0.44,598,20,None,8,75.39,0,0,0
txn_44941,2690,133.22,bnpl,mobile,0.08,None,0.0,1269,5,Friday,7,55.97,0,0,0
txn_7133,4357,52.39,net_banking,tablet,0.35,London,0.08,472,8,None,10,69.26,1,0,0
txn_19640,2062,140.16,bnpl,mobile,0.23,Unknown,0.18,1774,9,Wednesday,10,118.82,1,0,0
txn_4951,3958,10.94,debit_card,tablet,0.14,London,0.42,1054,17,Saturday,10,88.41,0,0,0
txn_43278,2825,15.49,bnpl,tablet,0.11,None,0.55,1594,0,Sunday,9,83.56,0,0,0
txn_48052,2320,60.01,credit_card,mobile,0.43,London,0.3,129,8,Thursday,13,74.03,1,0,0
txn_27931,2433,125.47,upi,desktop,0.33,Dubai,0.4,44,14,Monday,6,80.45,0,1,0
txn_41042,1528,206.0,credit_card,desktop,0.28,None,0.1,548,21,Monday,8,,0,0,0
txn_22547,2239,56.2,None,tablet,0.44,Mumbai,0.99,1434,19,Tuesday,11,61.1,0,0,0
txn_18909,2356,18.56,credit_card,tablet,,Mumbai,0.36,1220,10,Monday,10,105.45,0,0,0
txn_18279,1367,88.6,debit_card,mobile,0.3,Delhi,0.1,115,2,Sunday,7,84.08,0,0,0
txn_25926,2821,87.55,bnpl,tablet,0.27,Mumbai,0.98,842,7,Thursday,6,34.05,0,0,0
txn_32360,3914,9.36,upi,desktop,0.42,Dubai,0.17,186,9,Sunday,10,96.7,0,1,0
txn_15428,3428,176.3,upi,tablet,0.26,New York,0.53,637,11,Tuesday,9,122.69,0,0,0
txn_48453,3734,28.11,credit_card,tablet,0.08,London,0.78,65,23,Thursday,13,73.27,0,0,0
txn_5082,2464,17.29,net_banking,desktop,0.13,None,0.52,1770,18,Friday,9,77.5,0,0,0
txn_37456,4935,177.07,credit_card,mobile,0.07,Bangalore,0.35,1108,8,Saturday,12,77.01,0,0,0
txn_24899,4728,87.76,None,mobile,0.41,New York,0.19,1917,16,Friday,12,98.49,0,0,0
txn_11089,4280,12.2,bnpl,mobile,0.09,Unknown,0.66,454,13,Friday,6,122.94,0,0,0
txn_43920,4821,44.29,wallet,mobile,,Delhi,0.57,1898,13,Thursday,10,99.57,0,0,0
txn_3032,2806,182.55,bnpl,desktop,0.1,Mumbai,0.7,668,2,Thursday,8,118.95,0,0,0
txn_27693,1419,53.29,credit_card,tablet,0.35,Bangalore,0.6,1492,20,Sunday,9,99.73,1,0,0
txn_1704,4451,2.38,credit_card,desktop,0.22,Delhi,0.18,367,21,Friday,15,61.38,0,0,0
txn_32281,2036,235.51,upi,desktop,0.44,Dubai,0.01,1415,16,None,14,85.08,1,0,0
txn_40341,3568,93.49,upi,desktop,,Dubai,0.93,134,5,Wednesday,10,91.46,0,0,0
txn_27680,3369,68.51,bnpl,tablet,0.19,Delhi,0.53,251,2,Monday,7,78.58,0,1,0
txn_1835,3081,52.57,credit_card,mobile,,Delhi,1.0,95,8,Wednesday,13,93.19,0,0,0
txn_46899,4869,85.61,bnpl,tablet,0.03,Bangalore,0.11,664,2,Tuesday,13,70.51,0,1,0
txn_20693,1811,214.83,upi,mobile,0.14,Delhi,0.25,1206,23,Saturday,6,92.4,0,0,0
txn_45320,1010,51.43,credit_card,mobile,0.28,Unknown,0.71,584,22,Tuesday,9,93.19,0,1,0
txn_39427,4526,36.39,bnpl,tablet,0.32,Bangalore,,1146,2,Monday,10,31.08,0,0,0
txn_19668,2844,74.84,debit_card,mobile,0.06,Delhi,,1719,11,Saturday,12,80.27,0,0,0
txn_33113,2887,36.02,net_banking,mobile,0.11,Mumbai,0.54,1669,6,Sunday,9,28.7,0,0,0
txn_34599,4584,47.08,debit_card,tablet,0.1,Unknown,0.93,540,23,Sunday,18,64.54,0,0,0
txn_40828,3502,79.11,None,tablet,,Dubai,0.45,1977,20,Friday,11,84.2,0,0,0
txn_3787,1405,7.6,net_banking,desktop,0.15,Unknown,0.4,1712,8,Friday,11,104.16,0,0,0
txn_4978,4655,166.84,bnpl,tablet,0.74,Delhi,0.61,352,6,Saturday,13,84.54,0,0,0
txn_13201,2304,80.91,upi,None,0.51,Delhi,0.2,1813,13,Wednesday,10,48.68,0,1,0
txn_35717,4650,1.94,upi,tablet,0.2,Delhi,0.11,1640,23,Saturday,6,81.81,0,0,0
txn_39876,1998,4.0,credit_card,mobile,0.25,Bangalore,0.75,1330,19,Friday,8,,0,0,0
txn_46655,3989,129.59,credit_card,desktop,0.14,Unknown,0.4,624,13,Wednesday,18,91.09,0,0,0
txn_45397,4624,34.03,net_banking,mobile,0.35,Mumbai,0.27,1683,5,Sunday,10,38.04,1,1,0
txn_37813,3495,89.63,upi,tablet,0.2,New York,0.12,407,2,Friday,5,,0,0,0
txn_18914,4299,11.45,debit_card,desktop,0.23,Bangalore,0.91,881,8,Thursday,9,75.18,0,0,0
txn_43130,3906,68.96,upi,mobile,0.25,London,0.81,1805,5,Sunday,7,110.69,0,0,0
txn_49800,1031,47.48,net_banking,tablet,0.38,London,0.22,1762,16,Friday,9,74.04,0,0,0
txn_39328,1358,79.67,debit_card,desktop,0.2,New York,0.01,473,23,Sunday,8,69.65,0,1,0
txn_16166,1687,266.94,net_banking,None,0.3,Bangalore,0.95,859,15,Wednesday,9,63.49,1,0,0
txn_40877,3881,66.27,debit_card,desktop,0.23,Dubai,0.22,1821,18,Wednesday,6,44.02,0,0,0
txn_35105,3674,242.31,net_banking,desktop,0.31,Bangalore,0.71,1532,16,Saturday,5,49.07,0,0,0
txn_42622,2362,27.21,net_banking,mobile,0.18,None,0.26,699,10,None,13,52.87,0,1,0
txn_38307,2285,165.97,net_banking,tablet,0.18,Dubai,0.08,507,11,Friday,9,36.36,0,0,0
txn_43751,3916,60.89,upi,tablet,0.42,Delhi,0.73,412,20,Tuesday,8,70.56,0,1,0
txn_39610,2714,67.86,upi,desktop,0.04,New York,0.36,1478,12,Thursday,6,76.53,0,0,0
txn_43891,4285,129.89,wallet,mobile,0.39,Unknown,0.63,1473,7,Wednesday,12,73.31,0,1,0
txn_19566,2592,22.52,wallet,desktop,0.41,New York,0.87,1226,18,Monday,9,91.04,0,0,0
txn_20274,1005,2.78,net_banking,None,0.28,Mumbai,0.31,1359,5,Monday,14,55.54,0,0,0
txn_19656,2401,390.13,bnpl,tablet,0.24,Mumbai,0.61,16,16,Tuesday,10,54.14,0,0,0
txn_24366,2235,79.86,wallet,tablet,0.12,Dubai,0.45,577,8,Friday,6,59.48,0,0,0
txn_37754,4272,0.44,wallet,None,0.05,London,0.55,792,1,Friday,11,86.42,0,0,0
txn_36428,1320,6.61,net_banking,tablet,0.58,Bangalore,0.88,1147,21,Monday,5,,1,0,0
txn_43220,2913,87.62,credit_card,desktop,0.47,Unknown,0.26,1816,12,Sunday,16,77.09,0,0,0
txn_38109,1989,118.6,net_banking,mobile,0.09,None,0.97,1731,12,Monday,11,50.3,0,0,0
txn_37578,4581,40.98,debit_card,mobile,0.06,Mumbai,0.87,642,5,Friday,8,87.57,0,0,0
txn_14146,1910,183.9,net_banking,desktop,0.4,Unknown,0.37,1288,9,Tuesday,9,74.14,0,1,0
txn_1047,4149,135.26,upi,desktop,0.31,Mumbai,0.23,1217,21,None,11,61.24,0,0,1
txn_10702,1179,112.95,net_banking,mobile,0.27,Mumbai,0.25,125,14,Friday,10,,0,0,0
txn_5553,4696,32.48,upi,desktop,0.24,London,0.75,166,10,Saturday,14,51.4,0,0,0
txn_24629,3056,4.96,debit_card,tablet,0.32,New York,0.75,671,3,Wednesday,11,,0,0,0
txn_15976,3538,96.36,wallet,tablet,0.08,Delhi,0.35,370,14,Friday,10,86.46,0,0,0
txn_14601,1079,98.77,debit_card,mobile,0.11,London,0.2,9,18,Monday,18,77.54,0,0,0
txn_18674,1530,146.39,net_banking,mobile,0.24,London,0.24,1902,8,Friday,12,100.05,0,0,0
txn_46168,2823,69.0,upi,mobile,0.41,New York,0.3,1054,12,Sunday,12,85.27,0,0,0
txn_33669,1526,96.91,upi,tablet,0.38,Unknown,0.36,851,15,Friday,9,100.43,0,0,0
txn_33287,2413,21.38,net_banking,desktop,0.11,Bangalore,0.33,1842,1,Friday,5,67.58,0,0,0
txn_44698,4233,512.41,bnpl,desktop,0.39,Dubai,0.46,1997,15,Saturday,7,64.87,0,1,0
txn_7048,2260,21.24,net_banking,tablet,0.31,None,0.41,1627,18,Thursday,12,72.44,0,0,0
txn_42527,1465,44.24,wallet,mobile,0.37,New York,0.64,310,13,Thursday,5,66.87,0,0,0
txn_4304,1423,104.54,debit_card,tablet,0.14,Bangalore,0.05,1359,15,Sunday,12,46.2,0,1,0
txn_47361,2914,170.57,credit_card,None,0.1,Bangalore,0.71,1529,20,Tuesday,9,,1,0,0
txn_48316,2772,87.02,net_banking,desktop,0.34,Delhi,0.85,521,11,Monday,10,97.53,0,0,0
txn_13374,2177,46.44,upi,mobile,0.1,Dubai,0.24,1830,4,Friday,11,93.4,0,1,0
txn_34026,3194,3.63,credit_card,desktop,0.26,London,0.17,563,5,Monday,5,69.27,0,0,0
txn_21883,4332,9.75,debit_card,tablet,0.38,None,0.54,245,21,Sunday,6,85.67,0,0,0
txn_12832,1716,31.54,credit_card,mobile,0.23,Bangalore,0.25,1003,11,None,14,73.04,0,0,0
txn_25200,2828,9.79,wallet,tablet,0.08,Mumbai,0.69,1283,1,Saturday,13,74.07,1,0,0
txn_36168,3025,37.45,wallet,tablet,0.15,Bangalore,0.61,448,19,Wednesday,14,79.93,0,0,0
txn_48290,3501,95.21,wallet,desktop,0.09,Bangalore,0.69,358,4,Friday,8,78.85,0,0,0
txn_9721,3941,14.5,bnpl,desktop,,Dubai,0.58,1748,14,Thursday,7,64.74,0,1,0
txn_977,1928,171.6,debit_card,mobile,0.16,Unknown,0.11,673,18,None,9,86.72,0,1,1
txn_42013,4702,38.03,wallet,desktop,0.42,Delhi,0.76,1184,7,Thursday,11,97.13,0,0,0
txn_16381,3736,95.81,upi,mobile,0.32,Dubai,1.0,1026,23,Saturday,6,62.71,1,0,0
txn_19038,2410,88.78,debit_card,mobile,0.38,London,0.08,1902,13,Thursday,6,96.46,0,0,0
txn_303,2733,98.53,debit_card,tablet,0.1,Mumbai,0.34,1815,7,Sunday,8,,0,0,1
txn_21806,2133,183.04,net_banking,desktop,0.39,Unknown,0.71,1901,19,Saturday,12,59.78,0,0,0
txn_48356,2547,53.11,net_banking,mobile,0.65,None,0.38,1742,0,Wednesday,13,95.58,0,0,0
txn_42102,3783,143.3,bnpl,desktop,0.28,Bangalore,0.94,1320,12,Saturday,17,59.44,0,0,0
txn_1516,1129,83.33,bnpl,desktop,0.32,Mumbai,0.0,1146,3,Monday,12,54.33,1,0,0
txn_15926,1634,163.2,debit_card,mobile,0.14,Mumbai,0.83,1317,6,Tuesday,10,114.82,0,0,0
txn_2870,2347,6.72,debit_card,mobile,0.11,London,0.41,989,16,Thursday,4,60.48,1,0,0
txn_16299,3511,35.09,upi,mobile,0.13,New York,0.52,115,6,Tuesday,9,67.22,0,0,0
txn_48505,4021,167.7,bnpl,mobile,0.37,Mumbai,0.3,1555,22,Saturday,3,61.02,0,0,0
txn_35743,3706,5.41,bnpl,tablet,0.41,Bangalore,0.82,149,14,Tuesday,9,87.57,0,0,0
txn_49455,1599,202.45,upi,desktop,0.2,Mumbai,0.15,1467,0,None,10,57.04,0,0,0
txn_35470,1875,38.39,net_banking,mobile,0.09,Mumbai,0.32,750,18,Tuesday,8,102.97,0,0,0
txn_22956,3062,90.25,None,tablet,0.09,Bangalore,0.35,1997,4,Thursday,10,89.02,0,0,0
txn_42213,2582,90.44,debit_card,desktop,0.24,Delhi,0.57,1557,0,Monday,4,70.09,0,0,0
txn_18556,3558,37.15,wallet,None,0.12,Delhi,0.91,1921,4,Sunday,5,100.7,0,1,0
txn_17481,4771,43.39,credit_card,desktop,0.26,Mumbai,0.3,744,21,Tuesday,4,72.03,0,0,0
txn_29974,2513,124.86,wallet,mobile,0.64,Dubai,0.23,1611,23,Sunday,5,77.53,0,0,0
txn_21381,3413,38.76,bnpl,desktop,0.36,Unknown,0.98,1026,0,Thursday,15,77.63,0,1,0
txn_12748,1705,7.45,wallet,tablet,0.26,Dubai,0.38,999,11,Monday,7,99.67,0,0,0
txn_41527,3172,82.38,net_banking,mobile,0.15,Mumbai,0.14,1367,9,Monday,14,108.24,0,0,0
txn_47640,3304,5.75,credit_card,mobile,0.23,Delhi,0.18,1663,3,Thursday,11,67.51,0,0,0
txn_42150,1746,7.54,bnpl,mobile,0.43,Unknown,0.8,1199,19,Monday,10,71.19,0,0,0
txn_31511,4763,207.84,bnpl,mobile,0.24,Bangalore,0.63,989,20,Friday,10,89.09,0,0,0
txn_45527,2610,44.62,upi,desktop,0.2,Bangalore,0.69,563,18,Monday,10,54.92,0,1,0
txn_22274,1294,85.72,bnpl,tablet,0.46,Dubai,0.87,1195,11,Sunday,13,113.35,0,0,0
txn_16242,1322,13.11,upi,mobile,0.11,Mumbai,0.69,707,7,Wednesday,10,105.08,0,1,0
txn_29903,1239,42.46,upi,None,0.35,Mumbai,0.47,871,2,Monday,7,83.41,0,0,0
txn_18956,4523,8.07,wallet,tablet,0.24,Unknown,0.4,1339,2,Saturday,14,66.01,0,0,0
txn_18450,4923,81.42,net_banking,tablet,0.18,Mumbai,0.24,1545,15,Monday,8,67.02,0,0,0
txn_36212,4319,138.53,net_banking,tablet,0.09,Bangalore,0.12,1287,15,Friday,11,124.16,0,0,0
txn_23522,3143,32.27,wallet,mobile,0.19,Bangalore,0.45,152,9,Sunday,9,93.43,0,0,0
txn_43134,1960,109.45,debit_card,mobile,0.26,New York,0.05,416,1,None,10,105.67,0,0,0
txn_39379,2595,18.0,wallet,mobile,0.55,Unknown,,998,5,Wednesday,10,97.12,0,0,0
txn_45227,1876,133.9,wallet,mobile,0.19,London,1.0,231,14,Wednesday,8,95.99,0,0,0
txn_49909,2522,14.51,upi,mobile,,New York,0.91,709,17,Sunday,12,94.04,1,0,0
txn_1884,3723,13.69,wallet,desktop,0.12,Unknown,0.6,1473,22,Sunday,10,67.93,0,0,0
txn_25889,3439,29.48,upi,tablet,0.35,Dubai,,827,9,Sunday,4,136.11,1,0,0
txn_43222,4181,612.17,bnpl,desktop,,Unknown,0.91,404,8,Sunday,8,103.13,0,0,0
txn_46073,2875,21.99,bnpl,tablet,0.1,Mumbai,0.86,855,20,Sunday,14,86.47,0,0,0
txn_756,4760,189.58,bnpl,tablet,0.14,Mumbai,0.61,204,22,Saturday,8,72.9,0,0,1
txn_47555,2767,18.86,None,tablet,0.37,Mumbai,0.33,507,15,Sunday,10,95.73,0,1,0
txn_6122,1869,46.65,bnpl,mobile,0.18,Delhi,0.96,545,15,Thursday,9,77.27,0,0,0
txn_20985,3828,37.44,upi,desktop,0.2,London,0.74,1756,8,Monday,12,79.53,0,0,0
txn_17968,4763,23.5,wallet,mobile,0.05,Delhi,0.28,1462,2,Friday,16,50.53,0,0,0
txn_49398,1496,236.26,net_banking,None,0.35,London,0.55,65,13,Thursday,6,66.39,0,0,0
txn_43982,3322,259.73,net_banking,tablet,0.28,Unknown,0.27,1239,10,Thursday,17,48.87,0,0,0
txn_19227,1749,54.45,bnpl,mobile,0.2,New York,0.3,1701,21,Wednesday,8,72.95,0,0,0
txn_20164,3839,127.79,upi,tablet,0.31,Bangalore,0.03,1815,7,Wednesday,17,,0,0,0
txn_19025,2598,146.1,credit_card,mobile,0.75,New York,0.46,214,9,Thursday,5,61.11,0,0,0
txn_9667,3915,252.34,upi,mobile,0.02,Unknown,,1057,21,Tuesday,12,,0,0,0
txn_38292,4870,150.92,credit_card,desktop,0.23,Dubai,0.48,1892,11,Saturday,11,88.54,0,1,0
txn_55,2267,121.26,bnpl,mobile,0.06,Mumbai,0.74,1286,22,Saturday,9,88.07,0,0,1
txn_35347,2844,205.87,debit_card,desktop,0.4,New York,,237,8,Friday,10,99.09,0,0,0
txn_49037,2283,68.97,upi,desktop,0.19,Bangalore,,1914,9,Tuesday,7,128.82,0,0,0
txn_43169,4256,3.54,credit_card,mobile,0.6,Dubai,0.71,305,23,Tuesday,10,145.7,0,1,0
txn_1549,2639,15.97,net_banking,tablet,0.2,Unknown,0.52,1119,12,Thursday,9,101.54,0,1,0
txn_41471,3762,212.51,debit_card,mobile,0.13,New York,0.9,1107,7,Wednesday,17,82.85,0,0,0
txn_10503,1919,83.09,net_banking,mobile,0.28,Delhi,0.34,1653,21,Sunday,7,88.66,0,0,0
txn_16466,2074,113.93,credit_card,desktop,0.22,Delhi,0.69,482,12,Sunday,10,48.31,0,0,0
txn_11024,3479,71.56,bnpl,mobile,0.08,Bangalore,0.65,194,19,Sunday,11,54.48,0,0,0
txn_39837,2042,77.08,upi,tablet,0.24,Mumbai,0.82,985,7,Tuesday,10,49.58,0,1,0
txn_12387,1117,93.98,wallet,desktop,0.3,Mumbai,0.31,196,15,Sunday,12,75.51,0,1,0
txn_20964,4706,107.07,bnpl,tablet,0.08,Unknown,0.64,1795,22,Thursday,12,86.69,0,0,0
txn_39184,2775,50.28,credit_card,mobile,0.19,Bangalore,0.05,1663,12,Wednesday,6,67.48,0,1,0
txn_22418,4788,235.85,upi,tablet,0.28,Unknown,,426,10,Saturday,12,94.93,0,0,0
txn_44729,3771,1.96,wallet,mobile,0.31,Mumbai,0.56,1863,4,Sunday,9,75.45,0,0,0
txn_40037,2504,5.06,credit_card,desktop,0.11,London,0.3,1047,7,Tuesday,8,99.77,0,0,0
txn_23145,2870,97.77,wallet,tablet,0.23,Dubai,0.42,1905,19,Tuesday,17,61.7,0,1,0
txn_23003,1847,87.38,upi,mobile,0.28,Dubai,0.61,1380,0,Thursday,16,112.32,0,1,0
txn_2612,2982,50.87,debit_card,tablet,0.32,Delhi,0.99,51,15,Wednesday,7,68.85,0,0,0
txn_43325,4092,131.27,net_banking,desktop,0.01,Dubai,0.44,1517,9,Sunday,6,63.92,0,0,0
txn_20754,2051,98.92,upi,mobile,0.26,Dubai,0.89,210,9,Sunday,12,37.48,0,0,0
txn_49787,3491,17.92,debit_card,tablet,0.67,Dubai,0.97,622,13,Monday,6,100.61,0,0,0
txn_2988,1001,200.34,bnpl,tablet,,None,0.09,1925,12,Wednesday,10,94.3,0,0,0
txn_46713,2422,84.11,credit_card,desktop,0.45,Bangalore,0.43,1926,9,Wednesday,5,71.36,0,0,0
txn_2622,1956,61.82,net_banking,desktop,0.34,Mumbai,0.7,1341,1,Wednesday,8,120.95,0,0,0
txn_9553,1992,70.78,credit_card,tablet,0.14,Unknown,0.19,1100,20,Thursday,13,43.81,0,0,0
txn_47217,2142,26.28,upi,mobile,0.17,London,0.75,1315,0,Thursday,16,80.41,0,1,0
txn_271,2136,129.65,debit_card,tablet,0.59,Unknown,0.13,1655,13,Friday,8,82.68,0,1,1
txn_2394,4524,42.33,upi,desktop,0.2,Bangalore,0.88,1389,17,None,15,92.96,0,0,0
txn_14659,4877,17.51,net_banking,desktop,0.19,Dubai,0.34,783,16,Friday,7,87.78,0,0,0
txn_42917,1500,7.0,None,mobile,0.45,New York,0.23,1868,16,Saturday,8,68.52,0,0,0
txn_38004,2074,20.04,bnpl,desktop,0.71,Delhi,0.03,1649,20,Sunday,17,104.29,0,0,0
txn_5896,4951,29.36,upi,tablet,0.18,Bangalore,0.7,188,9,Thursday,9,74.49,1,0,0
txn_41169,2124,12.19,None,tablet,0.2,Delhi,0.57,1183,19,Thursday,7,59.55,0,0,0
txn_32942,1414,46.16,upi,tablet,0.32,London,0.67,1570,22,Monday,15,94.92,0,1,0
txn_18917,4758,48.83,debit_card,tablet,0.14,Mumbai,0.23,871,22,Sunday,9,73.42,0,0,0
txn_36740,2409,112.66,credit_card,mobile,0.73,Delhi,0.44,1247,14,Saturday,10,96.99,1,0,0
txn_43158,2347,380.34,credit_card,mobile,0.32,New York,0.98,1057,13,Tuesday,12,80.44,0,0,0
txn_11357,3790,85.89,bnpl,tablet,0.35,Dubai,0.87,629,21,Monday,15,63.73,0,0,0
txn_23155,3680,54.83,credit_card,tablet,0.34,None,0.41,1573,1,Saturday,11,98.52,0,0,0
txn_18999,4427,130.04,wallet,tablet,0.2,New York,0.95,1289,18,Monday,7,91.68,0,0,0
txn_47729,1512,40.63,net_banking,desktop,0.05,Mumbai,0.94,93,2,Sunday,11,79.9,0,0,0
txn_28486,3321,189.09,net_banking,tablet,0.68,Mumbai,0.26,921,17,Friday,13,96.26,1,0,0
txn_3905,2243,140.16,debit_card,mobile,0.14,Bangalore,0.78,1815,12,Monday,7,89.12,0,1,0
txn_20971,2662,154.71,credit_card,mobile,0.24,Mumbai,0.73,659,9,Sunday,10,66.01,0,0,0
txn_14068,2137,40.35,debit_card,mobile,0.18,Unknown,0.77,1611,13,Monday,10,,0,1,0
txn_22500,3882,216.19,net_banking,desktop,0.18,Mumbai,0.02,1690,0,Tuesday,9,81.08,0,0,0
txn_45920,3244,107.16,wallet,desktop,0.43,Mumbai,0.05,1073,19,Monday,15,12.5,0,1,0
txn_6881,3323,221.88,wallet,desktop,0.47,London,0.5,594,12,Wednesday,13,103.33,0,1,0
txn_13986,3437,227.92,None,mobile,0.35,Bangalore,,723,7,Wednesday,5,84.74,0,1,0
txn_48639,1544,11.61,net_banking,desktop,0.39,Delhi,0.56,776,21,Wednesday,9,70.85,0,0,0
txn_18201,4364,59.1,net_banking,tablet,0.35,Mumbai,0.71,1055,2,Monday,13,109.12,0,0,0
txn_20864,4932,86.95,net_banking,tablet,0.18,New York,0.06,1762,19,Tuesday,8,106.3,0,0,0
txn_11177,3083,218.78,credit_card,desktop,0.13,Dubai,0.87,454,22,None,10,69.74,0,0,0
txn_6526,1489,82.18,wallet,mobile,0.09,Bangalore,0.26,942,11,Friday,12,143.63,0,0,0
txn_1517,4482,92.6,upi,desktop,0.39,Delhi,0.45,252,0,Sunday,9,122.33,0,0,0
txn_31298,2944,18.7,bnpl,desktop,0.27,London,,1204,15,Saturday,10,77.76,0,1,0
txn_19172,2014,8.91,wallet,mobile,0.48,Dubai,0.69,225,15,Friday,6,76.72,0,0,0
txn_16623,2797,83.46,net_banking,tablet,0.49,Dubai,0.99,503,5,Tuesday,12,63.87,0,0,0
txn_11949,1136,95.76,debit_card,None,0.2,None,0.04,1491,18,Friday,8,103.16,1,0,0
txn_13707,3056,52.25,wallet,mobile,0.52,London,0.84,218,22,Friday,11,74.1,0,0,0
txn_9126,4699,0.68,bnpl,tablet,0.12,Mumbai,0.13,1034,9,Tuesday,7,139.54,0,0,0
txn_1715,3806,34.33,bnpl,tablet,0.49,Delhi,0.37,1395,19,Friday,17,84.54,0,0,0
txn_19146,4628,6.57,debit_card,mobile,0.62,Unknown,1.0,609,13,Sunday,19,47.76,0,0,0
txn_27297,3505,5.04,debit_card,mobile,0.26,Mumbai,0.23,1592,7,Thursday,14,102.84,0,0,0
txn_13824,1323,38.48,debit_card,tablet,0.13,Delhi,0.83,1892,21,Sunday,10,105.62,0,0,0
txn_47827,4527,70.55,credit_card,tablet,,Dubai,0.17,1331,12,Thursday,11,61.38,0,0,0
txn_9066,4797,66.96,credit_card,tablet,0.41,New York,0.85,1308,18,Tuesday,13,93.75,0,0,0
txn_553,1050,63.76,bnpl,desktop,0.62,Dubai,0.77,850,22,None,13,91.77,0,0,1
txn_2428,3246,65.55,debit_card,tablet,0.16,Unknown,0.14,540,19,Sunday,10,,0,0,0
txn_46092,3456,67.4,credit_card,mobile,,New York,0.22,1556,0,Saturday,6,62.95,0,0,0
txn_14463,3896,173.14,debit_card,mobile,0.4,Unknown,0.15,1506,3,Monday,11,72.29,0,1,0
txn_37733,4799,59.59,bnpl,tablet,,Mumbai,0.97,846,11,Thursday,8,75.34,0,0,0
txn_22737,4531,38.57,net_banking,tablet,0.36,Dubai,0.72,371,18,Monday,7,90.77,0,1,0
txn_3592,1487,20.32,wallet,desktop,0.15,Mumbai,0.2,1911,5,Wednesday,8,53.52,0,0,0
txn_2091,4736,359.57,wallet,tablet,0.5,Unknown,0.76,1835,6,Monday,7,69.68,0,0,0
